hotel_name,rating,title,content
Metro Points Hotel-Washington North,5,Wonderful Hotel,"I was a little worried by some of the reviews I read that stated the staff was rude and the hotel was in disrepair but the price was amazing so we went ahead and booked....and I'm SO GLAD WE DID!! The staff was incredibly friendly and helpful (and I'm from the South, so I know friendly.) The hotel has normal wear and tear, but was very clean and nicely furnished. Some people may not like that the microwave and fridge are extra (would have been nice to have but we wouldn't have used either so it didn't bother us). Beds are very comfortable and rooms are large enough to lounge in the evenings after a long day. The free shuttle service was great. The Metro (subway) is farther away than listed. The site stated 1/4 mi, but it's closer to 3/4 or 1mi. We had no problem walking it during the day. If this is your first visit, be sure to ask specifically where the shuttle will pick up. We were on the wrong side and missed it the first time. If you exit the Metro up the escalators, go out and to the left up the steps to where there are several bus stops. If you exit to the right near the greyhound stop (and a several story parking garage), you're on the wrong side. The shuttle drivers were very nice and happy to give directions and tips. Once you're on the Metro, a 20min ride gets you into the city. Definitely worth it to save hundreds on a hotel room. There are several restaurants right outside the hotel and several more within 1/4-1/2mi walk. There are also some smaller shopping places if you forget any necessities. We would definitely recommend this hotel and will definitely return if we're ever back in the DC area."
Metro Points Hotel-Washington North,3,Good service but broken things,"The hotel would not. The hair dryer was broken. The cable was out in the area. However, when we caller for service they came to repair the toilet and the hairdryer right away."
Metro Points Hotel-Washington North,5,Excellent and Great Price,"comfortable, clean and affordable"
Metro Points Hotel-Washington North,5,Wonderful room at an outstanding price,"Don't believe the negative reviews we stayed at this hotel for four nights and looked forward to coming home each night. My girlfriend used to work at a hotel and she thought the room was typical of hotels costing 50 more a night. Clean room, comfy bed, nice bathroom, friendly staff and free shuttle to the metro, which is half a mile away (takes about 20 mins to ride to Capitol). We heard sounds from neighboring rooms only once, and the noise was faint. Only complaint was the room service - it took 75 minutes to arrive but they gave it to us free. Reading other reviews, we were a little worried about the neighborhood. Don't be. Yes, it's not the best part of town but those who call it a ghetto are way off. We walked to the metro once (and back at night) and we always felt safe. This is a great way to see DC and not spend a ton at a downtown hotel."
Metro Points Hotel-Washington North,4,Very nice stay,I enjoyed my stay
Metro Points Hotel-Washington North,4,Nice hotel,"Went on May 2015. Rest of the DC hotels were either sold out or very expensive. Overall it was ok. Rooms were fairly clean, breakfast wasn't that good (always out of something), staff was helpful, check in/out was quick and painless. Free parking is a plus. Depending on the day/time its about 30-45 min to downtown DC by car. They also offer shuttle service to nearest train station till 10pm everyday. I'd pick a closer hotel to downtown, but like I said there wasn't anything below 300, 84 was a steal :)"
Metro Points Hotel-Washington North,4,nice stay!,it was nice!
Metro Points Hotel-Washington North,5,Great Hotel-Close to Six Flags and Downtown D.C.,The staff were extremely helpful. They offered directions and even a weather report for us during our stay. The room was very comfortable and well stocked with towels. Breakfast was simple but very satisfying. It is only open for about 2 hours. It has been updated and I really liked the improvements. You can tell that the owners and staffers care about their property and it shines through. I would absolutely stay here again. Very reasonable and a perfect location. Less then a minute from I-95.
Metro Points Hotel-Washington North,3,"Terrible. No light, back up power failed the test.","On Monday while watching a news program, the light went off. I waited 10mins nothing happened and I called the front desk and I was told something like: light went out in the entire New Carrollton area. That was not their fault but not to have adequate preparation and provision in case of such occurrence is unacceptable. I was unaware when the back up power came up because my room never had light until the New Carrollton light came back. Business should be business. I paid for a full service, not spending some moment in darkness. Thank you."
Metro Points Hotel-Washington North,5,Great service and location,"This hotel is outside of DC, but its shuttle goes directly to the metro, which goes directly to sites in DC. Everyone on the staff was helpful and friendly. Breakfast was served starting at 6:30am, which allowed us to depart early each day. We would stay here again."
Metro Points Hotel-Washington North,5,Overnight,It was very nice. The staff was professional and friendly. The free breakfast was a nice treat.
